LINAK U.S. Inc.	Physical inventory by inventory dimension	10/24/2018	04:14:37 pm	Page 1
As of	10/24/2018
Item number	Item name	Location	Pallet ID	Available physical	Inventory value in total
06400DL6-00-120-518A	06400DL6-00-120-518A	QIHOLD-LN	2018-050	30.00	501.10
06400DL6-01-001-560A	06400DL6-01-001-560A	QIHOLD	stop	0.00	0.00
0646055-A	SUPPORT F. INNER PROFILE	QIHOLD	600136A	2,500.00	572.78
0648553-A01-435	INNER PROFILE - DL5-BLACK	QIHOLD	stop	0.00	0.00
0648553-A01-635	INNER PROFILE - DL5-BLACK	QIHOLD	stop	0.00	0.00
0648655-B120-450	DL6 MIDDLE PROFILE - SILVER	QIHOLD	stop	0.00	0.00
0648655-B22-450	DL6 MIDDLE PROFILE - WHITE	QIHOLD	600020A	0.00	0.00
0648655-B22-450	DL6 MIDDLE PROFILE - WHITE	QIHOLD	600023A	0.00	0.00
0648655-B22-450	DL6 MIDDLE PROFILE - WHITE	QIHOLD	600409A	0.00	0.00
0648655-B22-450	DL6 MIDDLE PROFILE - WHITE	QIHOLD	stop	0.00	0.52
0648655-B22-450	DL6 MIDDLE PROFILE - WHITE	QIHOLD-LN	2018-050	699.00	3,316.18
0648655-B22-450	DL6 MIDDLE PROFILE - WHITE	QIHOLD-LN	600020A	0.00	0.00
0648655-B22-450	DL6 MIDDLE PROFILE - WHITE	QIHOLD-LN	600023A	0.00	0.00
0648655-B22-450	DL6 MIDDLE PROFILE - WHITE	QIHOLD-LN	600409A	0.00	0.00
0648655-B22-450	DL6 MIDDLE PROFILE - WHITE	QIHOLD-LN	stop	0.00	0.00
0648669-A01-456	DL56 OUTER PROFILE - BLACK	QIHOLD	stop	0.00	0.00
0648669-A01-498	DL56 OUTER PROFILE - BLACK	QIHOLD-LN	602923A	0.00	0.00
0648669-A01-498	DL56 OUTER PROFILE - BLACK	QIHOLD-LN	602940A	0.00	0.00
0648669-A120-456	DL56 OUTER PROFILE - SILVER	QIHOLD	stop	0.00	0.00
0648669-A22-456	DL56 OUTER PROFILE - WHITE	QIHOLD	stop	0.00	-0.29
0648669-A22-456	DL56 OUTER PROFILE - WHITE	QIHOLD-LN	2018-050	921.00	5,417.71
0648669-A22-594	DL56 OUTER PROFILE - WHITE	QIHOLD	stop	0.00	0.00
0648672-A01-498	OUTER PROFILE, DL6-BLACK	QIHOLD-LN	586024A	0.00	0.00
0648674-A01-456	DL6 OUTER PROFILE, BLACK	QIHOLD-LN	588094A	0.00	0.00
0648674-A120-498	DL6 OUTER PROFILE, SILVER	QIHOLD	stop	0.00	0.00
0648674-A22-498	DL6 OUTER PROFILE, WHITE	QIHOLD-LN	2018-050	283.00	2,279.40
0648690-A01-481	DL6 INNER PROFILE - BLACK	QIHOLD	stop	0.00	0.00
0648690-A120-481	DL6 INNER PROFILE - SILVER	QIHOLD	stop	0.00	0.00
0648690-A22-481	DL6 INNER PROFILE - WHITE	QIHOLD	stop	0.00	0.00
0717270-B	HC20 EASYREST PREMIER TOP	QIHOLD	553245A	50.00	31.80
0721077A-362	LC25 INNER PROFILE	QIHOLD-LN	606735A	0.00	0.00
0964291-B	MINIFIT COILED EXTENSION CABLE	QIHOLD	465991A	50.00	105.54
0964445-C	LA31 CABLE FOR A-DEC	QIHOLD	577195A	500.00	1,271.20
0964445-C	LA31 CABLE FOR A-DEC	QIHOLD	586255A	500.00	1,271.20
0964445-C	LA31 CABLE FOR A-DEC	QIHOLD	597675A	500.00	1,243.20
0964497-1320	JOERNS CB6/LA27 CABLE-1320MM	QI	304382A	0.00	-122.14
0964828-A	EXTENSION CABLE FOR GENDRON	QIHOLD	553243A	49.00	52.14
0964842-B	ALLEN MEDICAL DIN CABLE	QIHOLD	553265A	50.00	49.56
0965215-B	DESKTOP METAL ACTUATOR CABLE	QIHOLD	597605A	37.00	175.38
0965215-B	DESKTOP METAL ACTUATOR CABLE	QIHOLD	603176A	60.00	284.40
0965228-A	COILED WET SENSOR CABLE	QIHOLD	554149A	49.00	504.86
10LA27ABHALL-F-1	PCBA 10LA27ABHALL-F-1	QIHOLD	538157A	234.00	94.35
10LA36WA000-E-3	PCBA LA36, SWITCH, ANA	QIHOLD	I003157	20.00	576.30
10LA44MOT001-B-1	LA44 MOTOR PCBA-EL-SPLINE	QIHOLD	stop	3.00	6.22
281348-03	281100+0016811X	QIHOLD-LN	I218914	0.00	0.00
3412036-188	LA27 KANBAN SPINDLE	QIHOLD	stop	168.00	185.58
3420019-150-00	OUTER TUBE L=150  BLACK	QIHOLD	stop	1.00	1.09
3420019-160-00	OUTER TUBE L=160  BLACK	QIHOLD	stop	0.00	0.00
3420019-185-01	OUTER TUBE L=185 GREY	QIHOLD	stop	3.00	3.79
3420019-188.5-01	OUTER TUBE L=188.5 GREY	QIHOLD	stop	0.00	0.00
3420019-233.5-01	OUTER TUBE L=233.5 GREY	QIHOLD	stop	0.00	0.00
3420019-395-00	OUTER TUBE L=395-00 BLACK	QIHOLD	stop	0.00	0.00
3420019-695-00	OUTER TUBE L=695  BLACK	QIHOLD	stop	0.00	0.00
3430006-314.5-01	LIGHT GRAY IT LA27 L=314.5MM	QI	163391a	0.00	0.00
3430042-268-22	INNER TUBE LA44 MEK-SPLINE	QIHOLD	stop	0.00	0.00
DL6000ANE665518	DL6000ANE665518	QIHOLD-LN	603495A	0.00	0.00
DL6000ANE665518	DL6000ANE665518	QIHOLD-LN	603724A	0.00	0.00
DL6000ANE665518	DL6000ANE665518	QIHOLD-LN	603796A	0.00	0.00
DL6000BNE665518	DL6000BNE665518	QIHOLD-LN	603788A	72.00	6,998.63
DL6000BNE665518	DL6000BNE665518	QIHOLD-LN	603797A	0.00	0.00
DL6000BNE665518	DL6000BNE665518	QIHOLD-LN	604401A	0.00	0.00
DL6000DNE665518	DL6000DNE665518	QIHOLD-LN	603789A	72.00	6,909.12
DL6NE0080	DL6101BNE665518	QIHOLD-LN	I213914	0.00	30.52
DL6NE0080	DL6101BNE665518	QIHOLD-LN	I213915	0.00	-30.53
LA18CB0-B30K100-D	DISCONTINUED	QIHOLD	561928A	0.00	0.00
LA18CB0-B30K100-D	DISCONTINUED	QIHOLD	570517A	0.00	0.00
LA18CB0-B30K100-D	DISCONTINUED	QIHOLD	570522A	0.00	0.00
LA18CB0-B30K100-D	DISCONTINUED	QIHOLD	572881A	0.00	0.00
LA18CB0-B30K100-D	DISCONTINUED	QIHOLD	572950A	0.00	0.00
sc00-u003-00	STAFF CONTROLLER-BASIC AMERICA	qi	stop	0.00	0.00
SMLCBD6SC00030A709-N	CBD6S 300W 3CH BOX BUILD UL	QIHOLD	600558A	0.00	0.00
