	0271107-B	*COM* WORM WHEEL		QIHOLD	stop	0.00	0.00	0.00
25687518	0634118-A123-460	DL12A MIDDLE PROFILE WHITE	5/9/2017	QIHOLD	462211A	20.00	20.00	97.46
25688007	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	6/2/2017	QIHOLD	462199A	60.00	60.00	301.53
25688007	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	6/2/2017	QIHOLD	467308A	22.00	22.00	110.47
25688007	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	6/2/2017	QIHOLD	471041A	100.00	100.00	501.79
25688007	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	6/2/2017	QIHOLD	471043A	66.00	66.00	331.20
25688007	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	6/2/2017	QIHOLD	471051A	74.00	74.00	371.32
25688007	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	6/2/2017	QIHOLD	471052A	61.00	61.00	306.09
25688007	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	6/2/2017	QIHOLD	473229A	25.00	25.00	125.45
25688014	0634120-A36-469	DL12A OUTER PROFILE PLATINUM	6/2/2017	QIHOLD	467419A	43.00	43.00	275.19
25688014	0634120-A36-469	DL12A OUTER PROFILE PLATINUM	6/2/2017	QIHOLD	471047A	100.00	100.00	642.42
25688014	0634120-A36-469	DL12A OUTER PROFILE PLATINUM	6/2/2017	QIHOLD	471048A	100.00	100.00	642.42
25688014	0634120-A36-469	DL12A OUTER PROFILE PLATINUM	6/2/2017	QIHOLD	471050A	100.00	100.00	642.42
25688014	0634120-A36-469	DL12A OUTER PROFILE PLATINUM	6/2/2017	QIHOLD	473314A	2.00	2.00	12.87
25693509	3430006-352.5-05	INNER TUBE LA27 INNER L=352.5	5/19/2017	QIHOLD	stop	1.00	1.00	1.33
25700276	0271129-336	OUTER TUBE ALU MACH 336 MM	5/15/2017	QIHOLD	stop	3.00	3.00	4.20
25705333	3420138-274	LA44 Kanban OT    STANDARD	5/16/2017	QI	467528A	80.00	80.00	214.75
25723549	0634118-A123-460	DL12A MIDDLE PROFILE WHITE	5/16/2017	QIHOLD	462211A	59.00	59.00	289.52
25734995	SMLDPSC-U003-01-A	SMLSIMPLE OLOGY SWITCH WITH BB	5/15/2017	QIHOLD	stop	22.00	22.00	66.28
25762789	SMLDPSC-U003-01-A	SMLSIMPLE OLOGY SWITCH WITH BB	5/19/2017	QIHOLD	stop	100.00	100.00	343.64
25769680	3420138-274	LA44 Kanban OT    STANDARD	5/22/2017	QI	467528A	16.00	16.00	69.52
25794114	0634120-A36-469	DL12A OUTER PROFILE PLATINUM	6/1/2017	QIHOLD	471040A	100.00	100.00	586.76
25794114	0634120-A36-469	DL12A OUTER PROFILE PLATINUM	6/1/2017	QIHOLD	471044A	71.00	71.00	416.60
25800790	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	5/26/2017	QIHOLD	467308A	64.00	64.00	369.98
25800790	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	5/26/2017	QIHOLD	470505A	100.00	100.00	578.09
25800790	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	5/26/2017	QIHOLD	470617A	40.00	40.00	219.14
25805440	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	5/30/2017	QIHOLD	462199A	16.00	16.00	76.26
25805440	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	5/30/2017	QIHOLD	467308A	5.00	5.00	23.86
25805440	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	5/30/2017	QIHOLD	470615A	100.00	100.00	477.22
25805440	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	5/30/2017	QIHOLD	470617A	60.00	60.00	298.34
25819704	SMLDPSC-U003-01-A	SMLSIMPLE OLOGY SWITCH WITH BB	5/31/2017	QIHOLD	stop	68.00	68.00	204.88
25821629	0728089	S7.1-51.5" STRTCHR STRT-PLAT	5/31/2017	QIHOLD	stop	1.00	1.00	19.15
25854829	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	6/7/2017	QIHOLD	471043A	1.00	1.00	5.44
25858762	SMLHBGL-U001-00-A	LP GLADIATOR RF SCPE+REMOTE	6/8/2017	QIHOLD	stop	5.00	5.00	49.30
